0.11109,131.07,1.38763,1,
0.0770785,139.965,1.75634,1,
0.0980527,156.866,1.91177,1,
0.0990347,137.339,1.85089,1,
0.10138,160.533,2.56164,1,
0.0261078,127.669,1.73131,1,
0.209815,123.999,1.07565,1,
0.73592,170.252,2.1407,1,
0.138496,171.258,2.16295,1,
0.815014,98.7761,1.46725,1,
0.202598,161.291,1.26952,1,
0.0658247,164.602,1.33057,1,
0.156275,165.634,1.39442,1,
0.0520723,161.217,1.97398,1,
0.0173836,150.272,1.66941,1,
0.0212912,163.237,2.36816,1,
0.0230092,120.292,1.42253,1,
0.0915479,139.151,1.85169,1,
0.114044,127.501,2.00246,1,
0.0157417,166.218,1.66835,1,
0.046197,160.76,2.04533,1,
0.0732706,96.3482,1.82698,1,
0.0763071,143.413,0.82968,1,
0.0127321,167.412,1.64697,0,
0.0335003,167.291,2.118,1,
0.104263,142.446,1.86686,1,
0.0380903,128.247,2.11214,1,
